commodity,n,mae_baseline,mae_mlr,mae_ridge,mae_lasso,brier_logit,pct_large_true
Lentils,165,1.3071584353449361,6.46695756622607,10.754581159296267,9.512033062532248,0.04462270469648506,0
Onions (imported),166,5.709237251510434,7.669644690986327,5.910927865471557,6.045136829055338,0.2630957304361524,40.36144578313253
Potatoes (imported),163,5.912191743076621,5.701581344895116,7.010060871480785,6.753820824305932,0.21471360919789811,30.67484662576687
Rice (white),126,1.6219532894745714,6.026724217007985,10.634731386011019,9.428331320421426,0.058994704857168546,2.380952380952381
Tomatoes,163,22.85913016297886,20.92404741563925,22.886691887391077,22.061434075390352,0.12514269773949493,83.43558282208589
